,host_name,host_since,host_neighbourhood,property_type,room_type,price
38355,Asiye,2017-07-17,Long Beach,Entire rental unit,Entire home/apt,
38356,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$83.00
38357,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$83.00
38358,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$91.00
38359,Sinisa,2011-10-20,Venice,Entire home,Entire home/apt,$266.00
38360,Sinisa,2011-10-20,Venice,Entire rental unit,Entire home/apt,
38361,Carlos,2018-08-12,,Entire rental unit,Entire home/apt,$96.00
38362,Rahim,2023-03-08,Central LA,Entire rental unit,Entire home/apt,$141.00
38363,Greg And Maylen,2020-09-29,Sherman Oaks,Entire home,Entire home/apt,$355.00
38364,Marcis,2023-06-06,Culver - West,Entire rental unit,Entire home/apt,$93.00
38365,David Wai,2016-03-23,Alhambra,Entire home,Entire home/apt,$232.00
38366,Nicole,2011-07-29,Westside,Entire rental unit,Entire home/apt,$100.00
38367,Ruzhuan,2020-10-24,,Entire home,Entire home/apt,
38368,Sithu,2024-12-21,Garvey,Entire home,Entire home/apt,$250.00
38369,Ruimin,2023-10-18,Sherman Oaks,Shared room in rental unit,Shared room,$35.00
38370,Luxxx,2022-03-13,Central LA,Entire rental unit,Entire home/apt,
38371,Luxxx,2022-03-13,Central LA,Entire rental unit,Entire home/apt,
38372,Olga,2024-12-15,,Entire rental unit,Entire home/apt,$155.00
38373,Maria,2017-04-29,South Los Angeles,Private room in home,Private room,$99.00
38374,Ruimin,2023-10-18,Sherman Oaks,Shared room in rental unit,Shared room,$25.00
38375,Luxxx,2022-03-13,Central LA,Entire rental unit,Entire home/apt,$140.00
38376,Ruimin,2023-10-18,Sherman Oaks,Shared room in rental unit,Shared room,$35.00
38377,Luxxx,2022-03-13,Central LA,Entire rental unit,Entire home/apt,$140.00
38378,Robert Terrill Ang,2024-12-17,,Entire home,Entire home/apt,$332.00
38379,SuitesRUs,2021-07-09,Central Beach Alliance,Room in hotel,Private room,
38380,Wei Ming,2024-11-20,Hollywood Hills West,Entire home,Entire home/apt,"$4,006.00"
38381,Lorraine,2014-08-10,Westchester,Private room in rental unit,Private room,$77.00
38382,Nurhatifa,2023-11-11,Downtown,Entire rental unit,Entire home/apt,$154.00
38383,Emrah,2022-11-28,Central LA,Entire rental unit,Entire home/apt,$190.00
38384,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,
38385,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38386,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38387,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38388,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38389,Yixiao,2024-12-10,South Vancouver,Entire rental unit,Entire home/apt,$143.00
38390,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$155.00
38391,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,
38392,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38393,Eric,2021-07-22,University Park,Entire home,Entire home/apt,$170.00
38394,Eric,2021-07-22,University Park,Entire home,Entire home/apt,$267.00
38395,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38396,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38397,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38398,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,
38399,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,
38400,David Wai,2016-03-23,Alhambra,Entire home,Entire home/apt,$171.00
38401,Rahim,2023-03-08,Central LA,Entire rental unit,Entire home/apt,$147.00
38402,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$72.00
38403,Sonesta Redondo Beach And Mari,2024-10-17,South Redondo,Room in hotel,Private room,
38404,Yongyan,2016-01-02,Downtown Los Angeles,Entire home,Entire home/apt,"$1,189.00"
38405,Luxxx,2022-03-13,Central LA,Entire rental unit,Entire home/apt,$140.00
38406,Luxxx,2022-03-13,Central LA,Entire rental unit,Entire home/apt,$140.00
38407,Luxxx,2022-03-13,Central LA,Entire rental unit,Entire home/apt,$170.00
38408,Anna,2017-11-25,Riviera,Entire guesthouse,Entire home/apt,$119.00
38409,Luxxx,2022-03-13,Central LA,Entire home,Entire home/apt,$267.00
38410,Luxxx,2022-03-13,Central LA,Entire home,Entire home/apt,$292.00
38411,Beyond Before,2018-03-25,South Los Angeles,Private room in home,Private room,$45.00
38412,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38413,Cozy Homes,2021-01-09,Tri-West,Entire rental unit,Entire home/apt,$256.00
38414,Guesty,2023-03-07,University Park,Entire home,Entire home/apt,$386.00
38415,Guesty,2023-03-07,University Park,Entire home,Entire home/apt,$170.00
38416,Cozy Homes,2021-01-09,Tri-West,Entire rental unit,Entire home/apt,$282.00
38417,Jihane,2021-07-14,Little Italy,Entire rental unit,Entire home/apt,$425.00
38418,Amin,2015-11-09,Brentwood,Private room in rental unit,Private room,$85.00
38419,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$251.00
38420,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$197.00
38421,Jason,2020-05-28,Central LA,Entire home,Entire home/apt,$889.00
38422,Fernanda,2021-10-04,Canyon Crest,Entire home,Entire home/apt,$133.00
38423,Joseph,2013-07-01,Reseda,Entire home,Entire home/apt,$411.00
38424,Jia Sheng,2024-10-13,Little Italy,Entire rental unit,Entire home/apt,$118.00
38425,B,2015-04-26,Fernwood,Entire guesthouse,Entire home/apt,
38426,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$210.00
38427,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$210.00
38428,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$264.00
38429,Amber,2017-05-15,Venice,Entire guesthouse,Entire home/apt,$132.00
38430,Dev,2024-07-20,,Room in hotel,Private room,
38431,Lvl,2023-06-22,Crested Butte Hillside,Entire rental unit,Entire home/apt,$208.00
38432,Dev,2024-07-20,,Room in hotel,Private room,
38433,Patrick,2016-06-03,Leimert Park,Entire rental unit,Entire home/apt,$184.00
38434,Luxxx,2022-03-13,Central LA,Entire home,Entire home/apt,
38435,Michelle,2019-12-04,Forest Hill,Entire rental unit,Entire home/apt,$202.00
38436,Ming Cheng,2012-07-30,San Gabriel,Entire home,Entire home/apt,$191.00
38437,Terry,2013-06-30,Jefferson Park,Entire guesthouse,Entire home/apt,$362.00
38438,Carolyn,2016-02-06,South Arroyo,Entire home,Entire home/apt,$950.00
38439,Jia Sheng,2024-10-13,Little Italy,Private room in rental unit,Private room,$48.00
38440,Jia Sheng,2024-10-13,Little Italy,Private room in rental unit,Private room,$48.00
38441,Jia Sheng,2024-10-13,Little Italy,Private room in rental unit,Private room,$48.00
38442,Jia Sheng,2024-10-13,Little Italy,Private room in rental unit,Private room,$48.00
38443,Alexander,2024-07-07,Downtown,Entire rental unit,Entire home/apt,$254.00
38444,Eric,2024-11-12,Venice,Room in hotel,Private room,$585.00
38445,Jackie Jiqian,2021-10-29,,Entire home,Entire home/apt,
38446,ZhuoLin,2022-03-04,,Private room in home,Private room,$40.00
38447,ZhuoLin,2022-03-04,,Private room in home,Private room,$45.00
38448,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$110.00
38449,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$125.00
38450,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$160.00
38451,Jia Sheng,2024-10-13,Little Italy,Private room in rental unit,Private room,$48.00
38452,Jia Sheng,2024-10-13,Little Italy,Private room in rental unit,Private room,$47.00
38453,Jia Sheng,2024-10-13,Little Italy,Private room in rental unit,Private room,$47.00
38454,Jia Sheng,2024-10-13,Little Italy,Private room in rental unit,Private room,$47.00
38455,Jia Sheng,2024-10-13,Little Italy,Private room in rental unit,Private room,$47.00
38456,Nathan,2016-07-31,,Entire home,Entire home/apt,$176.00
38457,Shalom,2012-06-03,Westwood,Entire rental unit,Entire home/apt,$150.00
38458,Joyce,2022-10-06,,Private room in home,Private room,$80.00
38459,David,2018-06-12,Central LA,Entire condo,Entire home/apt,$377.00
38460,Marqwisha,2018-03-06,East Village,Entire rental unit,Entire home/apt,
38461,Dev,2024-07-20,,Room in hotel,Private room,
38462,Farkhat,2023-07-29,Downtown,Entire rental unit,Entire home/apt,$209.00
38463,Eric,2024-11-12,Venice,Room in hotel,Private room,$490.00
38464,Cindy,2019-09-16,,Private room in villa,Private room,$50.00
38465,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$179.00
38466,Sheiva,2015-03-27,Mid-City,Entire rental unit,Entire home/apt,$137.00
38467,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$135.00
38468,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$135.00
38469,Siarhei,2015-11-26,Mid City,Private room in rental unit,Private room,
38470,Melon Stay,2023-05-07,Anaheim Resort,Entire home,Entire home/apt,
38471,Nurhatifa,2023-11-11,Downtown,Entire rental unit,Entire home/apt,$161.00
38472,Sherry,2017-07-31,North Central,Entire guest suite,Entire home/apt,$133.00
38473,Daniel Alejandro,2023-06-13,,Entire home,Entire home/apt,$205.00
38474,Edward,2024-06-27,Mcneil,Private room in home,Private room,$127.00
38475,Justin,2017-03-31,Northeast Los Angeles,Entire home,Entire home/apt,$267.00
38476,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$146.00
38477,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$148.00
38478,Elena,2024-04-07,Central LA,Entire townhouse,Entire home/apt,$254.00
38479,Joyce,2022-10-06,,Private room in home,Private room,$77.00
38480,Joyce,2022-10-06,,Private room in home,Private room,$65.00
38481,Swiss Living,2023-09-25,Greater Mulwood,Entire rental unit,Entire home/apt,$360.00
38482,Ryan,2024-12-03,Melrose,Entire rental unit,Entire home/apt,$246.00
38483,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,
38484,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$195.00
38485,Shirley,2024-11-01,South Los Angeles,Entire home,Entire home/apt,$173.00
38486,Heather,2016-05-27,Melrose,Entire rental unit,Entire home/apt,$119.00
38487,Max,2022-02-26,,Entire guesthouse,Entire home/apt,$113.00
38488,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$140.00
38489,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$138.00
38490,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$156.00
38491,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$179.00
38492,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$129.00
38493,Teresa Anh-Thy Vo,2024-12-28,South Redondo,Entire home,Entire home/apt,$520.00
38494,Reagan,2022-07-10,,Private room in rental unit,Private room,$156.00
38495,Luis,2016-06-16,,Entire home,Entire home/apt,$214.00
38496,Daniel,2012-07-27,Glen Park,Entire rental unit,Entire home/apt,$145.00
38497,George & Lola,2020-11-13,Mid-City,Entire home,Entire home/apt,$989.00
38498,George & Lola,2020-11-13,Mid-City,Entire rental unit,Entire home/apt,"$1,169.00"
38499,Brian,2016-11-21,,Entire rental unit,Entire home/apt,$100.00
38500,Ashley,2024-12-26,South Los Angeles,Entire rental unit,Entire home/apt,$100.00
38501,Davius,2022-11-30,Pico-Robertson,Room in boutique hotel,Private room,
38502,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$153.00
38503,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$153.00
38504,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$139.00
38505,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$139.00
38506,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$180.00
38507,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$128.00
38508,Michael,2014-01-18,North Central,Entire home,Entire home/apt,$365.00
38509,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$83.00
38510,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$83.00
38511,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$111.00
38512,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$83.00
38513,StayHW Sam,2018-12-10,Hollywood,Entire rental unit,Entire home/apt,$367.00
38514,StayHW Sam,2018-12-10,Hollywood,Entire rental unit,Entire home/apt,$303.00
38515,Joyce,2022-10-06,,Private room in home,Private room,
38516,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$187.00
38517,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$125.00
38518,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$136.00
38519,Kevin & Mari,2021-03-03,Westlake,Entire rental unit,Entire home/apt,$989.00
38520,Petr,2024-12-28,Reseda,Entire home,Entire home/apt,$488.00
38521,Danny,2020-09-27,,Entire serviced apartment,Entire home/apt,$151.00
38522,Bei,2024-12-27,South Los Angeles,Private room in rental unit,Private room,$50.00
38523,Bei,2024-12-27,South Los Angeles,Private room in rental unit,Private room,$50.00
38524,Lotus,2017-05-25,Del Rey,Entire home,Entire home/apt,$280.00
38525,Bei,2024-12-27,South Los Angeles,Private room in rental unit,Private room,$50.00
38526,Bei,2024-12-27,South Los Angeles,Private room in rental unit,Private room,$50.00
38527,Sean,2024-12-19,,Entire rental unit,Entire home/apt,$140.00
38528,Isabel,2023-11-20,Tropico,Entire villa,Entire home/apt,$308.00
38529,Blueground,2016-12-16,Cambridge,Entire rental unit,Entire home/apt,$275.00
38530,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$135.00
38531,Saman,2014-08-20,Pico-Robertson,Entire rental unit,Entire home/apt,$115.00
38532,Denis,2019-06-28,Downtown Los Angeles,Entire rental unit,Entire home/apt,
38533,Suvda,2020-01-04,,Entire home,Entire home/apt,$284.00
38534,George & Lola,2020-11-13,Mid-City,Entire home,Entire home/apt,$253.00
38535,Liam,2016-05-24,Central LA,Entire home,Entire home/apt,"$3,324.00"
38536,Daniel,2024-03-19,Garvey,Entire home,Entire home/apt,$264.00
38537,Yanjun,2021-11-08,,Entire home,Entire home/apt,$71.00
38538,Kfir,2022-11-21,Woodland Hills,Entire home,Entire home/apt,$550.00
38539,Rez,2021-10-31,McManus,Entire rental unit,Entire home/apt,$199.00
38540,Zushe,2015-02-19,Central LA,Entire home,Entire home/apt,"$1,214.00"
38541,Walker,2024-04-09,Linden Terrace,Shared room in rental unit,Shared room,$15.00
38542,Adam,2017-01-22,Central LA,Entire rental unit,Entire home/apt,$75.00
38543,Beyond Before,2018-03-25,South Los Angeles,Private room in home,Private room,$45.00
38544,Rainly Ren,2020-02-05,,Private room in home,Private room,
38545,Kyrylo,2020-10-24,Central LA,Entire rental unit,Entire home/apt,$204.00
38546,Henry,2016-01-10,Downtown,Entire rental unit,Entire home/apt,$210.00
38547,Hung,2022-09-14,,Entire home,Entire home/apt,
38548,Xin,2018-02-19,,Private room in home,Private room,$38.00
38549,Esra,2024-10-11,,Entire rental unit,Entire home/apt,$225.00
38550,Silvio,2010-09-19,Santa Monica,Entire rental unit,Entire home/apt,$184.00
38551,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$135.00
38552,Bei,2024-12-27,South Los Angeles,Private room in rental unit,Private room,$50.00
38553,Bei,2024-12-27,South Los Angeles,Private room in rental unit,Private room,$39.00
38554,Bei,2024-12-27,South Los Angeles,Private room in rental unit,Private room,$51.00
38555,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$129.00
38556,Teresa Anh-Thy Vo,2024-12-28,South Redondo,Entire home,Entire home/apt,$250.00
38557,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$135.00
38558,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$135.00
38559,Laura,2021-06-27,Ocean Park,Private room in rental unit,Private room,$45.00
38560,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$135.00
38561,Syvan,2024-10-08,Central LA,Entire rental unit,Entire home/apt,$148.00
38562,Linda,2016-06-02,Old Lakewood City,Entire home,Entire home/apt,$171.00
38563,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$135.00
38564,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$90.00
38565,Ron And Hadrian,2024-03-12,Central LA,Entire rental unit,Entire home/apt,$127.00
38566,Ashley,2024-12-26,South Los Angeles,Entire rental unit,Entire home/apt,$130.00
38567,Andy,2019-05-30,South Los Angeles,Private room in home,Private room,
38568,Anita,2014-01-16,,Entire rental unit,Entire home/apt,$117.00
38569,Walker,2024-04-09,Linden Terrace,Shared room in rental unit,Shared room,$20.00
38570,Samantha,2012-05-14,Park West,Entire guesthouse,Entire home/apt,$157.00
38571,Zahra,2024-12-24,Woodland Hills,Entire home,Entire home/apt,$172.00
38572,Anna And Jeremiah,2016-03-11,Sherman Oaks,Entire home,Entire home/apt,$702.00
38573,Dustin,2017-11-07,Saratoga Ranch,Private room in home,Private room,$70.00
38574,Denis,2019-06-28,Downtown Los Angeles,Entire rental unit,Entire home/apt,
38575,Marina,2014-11-07,Bel Air/Beverly Crest,Entire villa,Entire home/apt,"$4,750.00"
38576,Jalaj,2016-06-07,Porter Ranch,Entire guesthouse,Entire home/apt,$84.00
38577,Charity,2016-09-20,Downtown Los Angeles,Entire rental unit,Entire home/apt,$119.00
38578,Nicole Mari,2023-11-24,Central LA,Entire rental unit,Entire home/apt,$183.00
38579,Ashley,2024-12-26,South Los Angeles,Private room in rental unit,Private room,$54.00
38580,Ron And Hadrian,2024-03-12,Central LA,Shared room in home,Shared room,$35.00
38581,Lisa,2016-10-17,Central LA,Entire rental unit,Entire home/apt,$184.00
38582,David Wai,2016-03-23,Alhambra,Entire home,Entire home/apt,$203.00
38583,Sissi,2016-10-01,,Entire villa,Entire home/apt,
38584,Sissi,2016-10-01,,Private room in home,Private room,$49.00
38585,Sissi,2016-10-01,,Private room in home,Private room,
38586,Sissi,2016-10-01,,Private room in home,Private room,$59.00
38587,Ashley,2024-12-26,South Los Angeles,Entire rental unit,Entire home/apt,
38588,Lorena,2014-08-12,Laurel Glen,Entire home,Entire home/apt,
38589,Ashley,2024-12-26,South Los Angeles,Private room in rental unit,Private room,$54.00
38590,Said,2023-10-09,Arlington Heights,Room in hotel,Private room,$159.00
38591,Hongwei,2024-11-26,,Entire home,Entire home/apt,$89.00
38592,Ruth,2021-12-07,,Private room in guesthouse,Private room,$99.00
